TF	TG	Input
Esr1	Stat5a	1
Esr1	Tac2	1
Esr1	Th	1
Esr1	Tnfsf11	1
Esr1	Vegfa	1
Esr2	Akt1	1
Esr2	Ar	1
Esr2	Bcl2	1
Esr2	Bmp2	1
Esr2	Casp3	1
Esr2	Casp8	1
Esr2	Igf1r	1
Esr2	Mapk1	1
Esr2	Mapk3	1
Esr2	Mapk8	1
Esr2	Nell2	1
Esr2	Pparg	1
Esr2	Ptgds	1
Esr2	Ptgs1	1
Esr2	Slc2a4	1
Esr2	Slc2a4	1
Esr2	Stat5a	1
Esr2	Vegfa	1
Esrra	Acadm	1
Esrra	Apoa4	1
Esrra	Nrip1	1
Esrra	Ppara	1
Esrra	Ppargc1a	1
Esrra	Rb1cc1	1
Esrra	Spp1	1
Esrra	Spp1	1
Esrra	Trp53	1
Esrrb	Nanog	1
Esrrb	Nr0b1	1
Esrrb	Usp17le	1
Esrrg	Mir127	1
Esrrg	Mir433	1
Esrrg	Nr0b1	1
Esrrg	Yy1	1
Ets1	Emsy	1
Ets1	Angpt2	1
Ets1	Anpep	1
Ets1	Bmp4	1
Ets1	Ccl2	1
Ets1	Ccl2	1
Ets1	Cd3d	1
Ets1	Cd4	1
Ets1	Cdh5	1
Ets1	Cdkn2a	1
Ets1	Csf1r	1
Ets1	Csf3r	1
Ets1	Ctgf	1
Ets1	Pf4	1
Ets1	Ebf1	1
Ets1	Egr1	1
Ets1	Erg	1
Ets1	Fli1	1
Ets1	Fos	1
Ets1	Foxp3	1
Ets1	Hmox1	1
Ets1	Ighm	1
Ets1	Ikzf1	1
Ets1	Il10	1
Ets1	Il5	1
Ets1	Il7r	1
Ets1	Itga2b	1
Ets1	Kdr	1
Ets1	Krt8	1
Ets1	Ltbr	1
Ets1	Met	1
Ets1	Mir126a	1
Ets1	Mmp13	1
Ets1	Mmp1a	1
Ets1	Mmp1a	1
Ets1	Mmp3	1
Ets1	Mmp9	1
Ets1	Nos3	1
Ets1	Npr1	1
Ets1	Npr1	1
Ets1	Nr2f1	1
Ets1	Nr2f2	1
Ets1	Oprd1	1
Ets1	Pcyt1a	1
Ets1	Pcyt1a	1
Ets1	Prdm1	1
Ets1	Ptgs2	1
Ets1	Retnla	1
Ets1	Rnf11	1
Ets1	Runx2	1
Ets1	Runx3	1
Ets1	Sell	1
Ets1	Serpinb5	1
Ets1	Sh2d1a	1
Ets1	Spp1	1
Ets1	Tbx21	1
Ets1	Tgfbr2	1
Ets1	Thbd	1
Ets1	Timp1	1
Ets1	Tlr4	1
Ets1	Vegfa	1
Ets1	Vwf	1
Ets1	Zeb1	1
Ets1	Zeb1	1
Ets2	Bcl2l1	1
Ets2	Bcl2l1	1
Ets2	Cd4	1
Ets2	Cdkn2a	1
Ets2	Csf1r	1
Ets2	Csf3r	1
Ets2	Dusp6	1
Ets2	Egr1	1
Ets2	Erg	1
Ets2	Etv4	1
Ets2	Fli1	1
Ets2	Flt4	1
Ets2	Hmox1	1
Ets2	Hmox2	1
Ets2	Ifne	1
Ets2	Jun	1
Ets2	Kit	1
Ets2	Krt8	1
Ets2	Mdm2	1
Ets2	Mir126a	1
Ets2	Nab2	1
Ets2	Nos2	1
Ets2	Pcyt1a	1
Ets2	Setdb1	1
Ets2	Sh2d1a	1
Ets2	Stab1	1
Ets2	Tlr13	1
Etv1	Ebf1	1
Etv1	Fgf10	1
Etv1	Nab2	1
Etv1	Pomc	1
Etv1	Th	1
Etv2	Fli1	1
Etv2	Lmo2	1
Etv2	Plau	1
Etv2	Sox9	1
Etv2	Spi1	1
Etv2	Tek	1
Etv4	Ccnd2	1
Etv4	Ccnd2	1
Etv4	Dusp6	1
Etv4	Erbb2	1
Etv4	Gpx5	1
Etv4	Mmp3	1
Etv4	Mmp7	1
Etv4	Mmp9	1
Etv4	Mta2	1
Etv4	Plau	1
Etv4	Ptgs2	1
Etv4	Tert	1
Etv4	Tgfbr2	1
Etv4	Twist1	1
Etv4	Vim	1
Etv4	Zhx1	1
Etv5	Cav1	1
Etv5	Elmo1	1
Etv5	Il17a	1
Etv5	Il17f	1
Etv5	Parg	1
Etv5	Ptgs2	1
Etv6	Fli1	1
Etv6	Mmp3	1
Ewsr1	Fgf10	1
Ewsr1	Tert	1
Ewsr1	Upp1	1
Eya1	Atoh1	1
Eya2	Mtor	1
Ezh1	Tollip	1
Ezh2	Bad	1
Ezh2	Bcl2l11	1
Ezh2	Ccna2	1
Ezh2	Creb3l1	1
Ezh2	Dkk1	1
Ezh2	Hey2	1
Ezh2	Il17a	1
Ezh2	Il17f	1
Ezh2	Il9	1
Ezh2	Il17f	1
Ezh2	Nanog	1
Ezh2	Neurog1	1
Ezh2	Tbx21	1
Ezh2	Trp53	1
Ezh2	Unc5b	1
Fhl2	Fos	1
Fli1	Ccl2	1
Fli1	Cyr61	1
Fli1	Erg	1
Fli1	Ezh2	1
Fli1	Fli1	1
Fli1	Inpp5d	1
Fli1	Itga2b	1
Fli1	Itga2b	1
Fli1	Lyl1	1
Fli1	Mmp13	1
Fli1	Rb1	1
Fli1	Smad6	1
Fli1	Tert	1
Fli1	Upp1	1
Fmr1	Rac1	1
Fos	Acp5	1
Fos	Bdnf	1
Fos	Bmp2	1
Fos	Ccl5	1
Fos	Crh	1
Fos	Csf3	1
Fos	Cxcl15	1
Fos	Dcstamp	1
Fos	Egr1	1
Fos	Fam89b	1
Fos	Fos	1
Fos	Fos	1
Fos	Gnrh1	1
Fos	Gria1	1
Fos	Grik2	1
Fos	H2-K1	1
Fos	Hmgcr	1
Fos	Ifne	1
Fos	Igk	1
Fos	Il1rl1	1
Fos	Il2	1
Fos	Il2	1
Fos	Il27	1
Fos	Il6	1
Fos	Jun	1
Fos	Krt18	1
Fos	Mapk8	1
Fos	Mmp2	1
Fos	Mmp9	1
Fos	Mt1	1
Fos	Nacc1	1
Fos	Nck2	1
Fos	Nefl	1
Fos	Nfatc1	1
Fos	Nfe2l2	1
Fos	Ngf	1
Fos	Ngf	1
Fos	Nos2	1
Fos	Nr3c1	1
Fos	Pdpn	1
Fos	Penk	1
Fos	Plau	1
Fos	Pomc	1
Fos	Ppp1r3b	1
Fos	Spi1	1
Fos	Slc10a2	1
Fos	Socs3	1
Fos	Src	1
Fos	Srr	1
Fos	Srxn1	1
Fos	Star	1
Fos	Stim1	1
Fos	Tff2	1
Fos	Tgfb1	1
Fos	Tinagl1	1
Fos	Tpsab1	1
Fos	Trp53	1
Fos	Tslp	1
Fos	Wee1	1
Fosb	Cdh1	1
Fosb	Fos	1
Fosb	Mmp2	1
Fosl1	Fos	1
Fosl1	Jun	1
Fosl1	Mmp2	1
Fosl1	Nfe2l2	1
Fosl1	Prdm1	1
Fosl1	Thbs1	1
Fosl1	Thbs2	1
Fosl2	Adipoq	1
Fosl2	Relb	1
Fosl2	Relb	1
Fosl2	Tcirg1	1
Fosl2	Tgfb1	1
Fosl2	Tgfb3	1
Foxa1	Afp	1
Foxa1	Cbx5	1
Foxa1	Gcg	1
Foxa1	Gcg	1
Foxa1	Muc2	1
Foxa1	Pdx1	1
Foxa1	Scgb1a1	1
Foxa1	Sftpa1	1
Foxa1	Sftpb	1
Foxa1	Sftpc	1
Foxa1	Sftpd	1
Foxa2	Ascl1	1
Foxa2	Birc2	1
Foxa2	Cbx5	1
Foxa2	Ccl11	1
Foxa2	Ccl20	1
Foxa2	Cdc73	1
Foxa2	Cpt1a	1
Foxa2	Cul2	1
Foxa2	Ferd3l	1
Foxa2	Ferd3l	1
Foxa2	G6pc	1
Foxa2	G6pc2	1
Foxa2	Gcg	1
Foxa2	Gli2	1
Foxa2	Hadh	1
Foxa2	Hcrt	1
Foxa2	Helt	1
Foxa2	Hhex	1
Foxa2	Hmgcs2	1
Foxa2	Il13	1
Foxa2	Il33	1
Foxa2	Il4	1
Foxa2	Lcn5	1
Foxa2	Lcn5	1
Foxa2	Lmx1a	1
Foxa2	Lmx1b	1
Foxa2	Map1b	1
Foxa2	Mchr1	1
Foxa2	Msx1	1
Foxa2	Muc2	1
Foxa2	Otx1	1
Foxa2	Otx2	1
Foxa2	Pdx1	1
Foxa2	Pdx1	1
Foxa2	Pgf	1
Foxa2	Reg3g	1
Foxa2	Sox17	1
Foxa2	Sox2	1
Foxa2	St18	1
Foxa2	Tbx1	1
Foxa2	Tle4	1
Foxa2	Vtn	1
Foxa2	Wnt7b	1
Foxa3	Cdx2	1
Foxc1	Cxcl12	1
Foxc1	Cxcr4	1
Foxc1	Dll4	1
Foxc1	Dll4	1
Foxc1	Hey2	1
Foxc1	Msx2	1
Foxc1	Runx2	1
Foxc1	Snai1	1
Foxc1	Tbx1	1
Foxc2	Cxcr4	1
Foxc2	Dll4	1
Foxc2	Dll4	1
Foxc2	Gja4	1
Foxc2	Hand1	1
Foxc2	Hey2	1
Foxc2	Itgb3	1
Foxc2	Tbx1	1
Foxd1	Lhb	1
Foxd1	Pgf	1
Foxd3	Grb2	1
Foxg1	Cdkn1a	1
Foxg1	Cdkn2b	1
Foxg1	Dmrt3	1
Foxg1	Dmrta1	1
Foxg1	Ebf2	1
Foxg1	Ebf3	1
Foxg1	Eya2	1
Foxg1	Serpine1	1
Foxh1	Gsc	1
Foxh1	Mef2c	1
Foxh1	Mixl1	1
Foxh1	Mixl1	1
Foxh1	Nodal	1
Foxh1	Smad2	1
Foxi1	Slc4a9	1
Foxj1	Amelx	1
Foxj1	Foxa1	1
Foxj3	Mef2c	1
Foxl1	Ccnd1	1
Foxl1	Wnt3a	1
Foxl1	Wnt7b	1
Foxl2	Fshb	1
Foxl2	Mc2r	1
Foxl2	Sf1	1
Foxm1	Axin2	1
Foxm1	Brip1	1
Foxm1	Cdh1	1
Foxm1	Cdkn2a	1
Foxm1	Ikbkb	1
Foxm1	Lama4	1
Foxm1	Lif	1
Foxm1	Myc	1
Foxm1	Mycn	1
Foxm1	Nfkb2	1
Foxm1	Nr4a2	1
Foxm1	Pou5f1	1
Foxm1	Prrc2a	1
Foxm1	Ptgs2	1
Foxm1	Pttg1	1
Foxm1	Scgb1a1	1
Foxm1	Sftpb	1
Foxm1	Sftpc	1
Foxm1	Snai1	1
Foxm1	Snai2	1
Foxm1	Socs3	1
Foxm1	Sox2	1
Foxm1	Stat3	1
Foxn1	Dsg4	1
Foxn1	Notch1	1
Foxn4	Dll4	1
Foxo1	Adipoq	1
Foxo1	Adipor1	1
Foxo1	Akt1	1
Foxo1	Alpl	1
Foxo1	Angpt2	1
Foxo1	Apoc3	1
Foxo1	Bax	1
Foxo1	Bcl2l11	1
Foxo1	Bglap2	1
Foxo1	Casp8	1
Foxo1	Ccl2	1
Foxo1	Ccl20	1
Foxo1	Ccnd1	1
Foxo1	Ccnd2	1
Foxo1	Ccng2	1
Foxo1	Ccr2	1
Foxo1	Ccr7	1
Foxo1	Cdkn1a	1
Foxo1	Cdkn1a	1
Foxo1	Cdkn1b	1
Foxo1	Edn1	1
Foxo1	Egr1	1
Foxo1	Fasl	1
Foxo1	Foxa2	1
Foxo1	Foxp3	1
Foxo1	Fshb	1
Foxo1	G6pc	1
Foxo1	G6pc	1
Foxo1	G6pc	1
Foxo1	Gck	1
Foxo1	Igfbp1	1
Foxo1	Ikzf1	1
Foxo1	Il7r	1
Foxo1	Ins2	1
Foxo1	Klf2	1
Foxo1	Lhb	1
Foxo1	Lpl	1
Foxo1	Mmp13	1
Foxo1	Myh7	1
Foxo1	Nos3	1
Foxo1	Ostn	1
Foxo1	Pck1	1
Foxo1	Pck1	1
Foxo1	Pdk4	1
Foxo1	Pdx1	1
Foxo1	Pdx1	1
Foxo1	Pik3r1	1
Foxo1	Pparg	1
Foxo1	Ppargc1a	1
Foxo1	Runx2	1
Foxo1	Sell	1
Foxo1	Sell	1
Foxo1	Srebf1	1
Foxo1	Trib3	1
Foxo1	Trim63	1
Foxo1	G6pc	1
Foxo3	Ccnd1	1
Foxo3	Ccnd2	1
Foxo3	Ccng2	1
Foxo3	Cdkn1b	1
Foxo3	Gadd45a	1
Foxo3	Lcn2	1
Foxo3	Nol3	1
Foxo3	Sirt1	1
Foxo3	Socs3	1
Foxo4	Anxa8	1
Foxo4	Bcl2l11	1
Foxo4	Ccnd1	1
Foxo4	Ccnd2	1
Foxo4	Gadd45a	1
Foxo4	Ppargc1a	1
Foxo4	Rbl2	1
Foxp1	Fgf16	1
Foxp1	Fgf17	1
Foxp1	Fgf20	1
Foxp1	Fgf3	1
Foxp1	Lhx3	1
Foxp1	Scgb1a1	1
Foxp2	Scgb1a1	1
Foxp2	Sftpc	1
Foxp2	Sftpc	1
Foxp2	Nkx2-1	1
Foxp3	Brca1	1
Foxp3	Ctla4	1
Foxp3	Ctla4	1
Foxp3	Erbb2	1
Foxp3	Ifng	1
Foxp3	Il17a	1
Foxp3	Il2	1
Foxp3	Il2	1
Foxp3	Il22	1
Foxp3	Il2ra	1
Foxp3	Nfkb1	1
Foxp3	Opn1sw	1
Foxp3	Skp2	1
Foxp3	Tnfrsf18	1
Foxq1	Cdh1	1
Foxq1	Mylk	1
Fus	Mdm2	1
Fus	Sod2	1
Gabpa	Chrne	1
Gabpa	Cox4i1	1
Gabpa	Cyp7b1	1
Gabpa	Il10	1
Gabpa	Il7r	1
Gabpa	Skp2	1
Gabpa	Sod3	1
Gabpb1	Sod3	1
Gata1	Ccna1	1
Gata1	Cdc6	1
Gata1	Cga	1
Gata1	Pf4	1
Gata1	Epb42	1
Gata1	Epb42	1
Gata1	Fcer1g	1
Gata1	Fli1	1
Gata1	Fli1	1
Gata1	Hbb-ar	1
Gata1	Itga2b	1
Gata1	Nfe2	1
Gata1	Spi1	1
Gata1	Sigmar1	1
Gata1	Spi1	1
Gata1	Tal1	1
Gata1	Tfdp2	1
Gata1	Usp17la	1
Gata1	Zbtb7a	1
Gata1	Zfp26	1
Gata2	Angpt2	1
Gata2	Cebpa	1
Gata2	Csf2	1
Gata2	Lyl1	1
Gata2	Nkx6-1	1
Gata2	Rc3h1	1
Gata2	Spi1	1
Gata2	Spi1	1
Gata2	Smad6	1
Gata2	Spi1	1
Gata2	Spi1	1
Gata2	Spi1	1
Gata2	Tac2	1
Gata2	Tshb	1
Gata3	Cdkn2c	1
Gata3	Cdx2	1
Gata3	Dlc1	1
Gata3	Erg	1
Gata3	Fgf10	1
Gata3	Foxp3	1
Gata3	Ifng	1
Gata3	Il10	1
Gata3	Il13	1
Gata3	Il24	1
Gata3	Il3	1
Gata3	Il4	1
Gata3	Il5	1
Gata3	Il5	1
Gata3	Mycn	1
Gata3	Rag2	1
Gata3	Runx3	1
Gata3	Tbx21	1
Gata3	Tbx21	1
Gata4	Adora1	1
Gata4	Amh	1
Gata4	Amh	1
Gata4	Ankrd1	1
Gata4	Bmp4	1
Gata4	Ccnd2	1
Gata4	Ccnd2	1
Gata4	Dmrt1	1
Gata4	Epor	1
Gata4	Hesx1	1
Gata4	Hexim1	1
Gata4	Hhex	1
Gata4	Hspa5	1
Gata4	Id2	1
Gata4	Ifi204	1
Gata4	Lhx9	1
Gata4	Lrrc10	1
Gata4	Mef2c	1
Gata4	Myog	1
Gata4	Nkx2-5	1
Gata4	Nppa	1
Gata4	Nppb	1
Gata4	Spdef	1
Gata4	Star	1
Gata6	Bhlha15	1
Gata6	Cav1	1
Gata6	Cdx2	1
Gata6	Mylk	1
Gata6	Nkx2-1	1
Gata6	Nox1	1
Gata6	Ppp1r14a	1
Gata6	Rbpjl	1
Gata6	Sftpa1	1
Gata6	Sftpc	1
Gata6	Shh	1
Gata6	Spdef	1
Gata6	Tnnc1	1
Gata6	Ttf1	1
Gata6	Wnt7b	1
Gbx2	Lhx9	1
Gbx2	Lmo3	1
Gbx2	Otx2	1
Gbx2	Otx2	1
Gbx2	Robo1	1
Gbx2	Shh	1
Gcfc2	Egfr	1
Gcgr	Crh	1
Gcgr	G6pc	1
Gcm2	Pth	1
Gfi1	Bak1	1
Gfi1	Bax	1
Gfi1	Cdkn1a	1
Gfi1	Cdkn2b	1
Gfi1	Elane	1
Gfi1	Gfi1b	1
Gfi1	Id2	1
Gfi1	Il7r	1
Gfi1	Spi1	1
Gfi1	Zbtb16	1
Gfi1b	Elf4	1
Gfi1b	Gfi1	1
Gfi1b	Gfi1b	1
Gfi1b	Meis1	1
Gfi1b	Rag1	1
Gfi1b	Rag2	1
Gfi1b	Rcor2	1
Gfi1b	Socs1	1
Gfi1b	Socs3	1
Gli1	Cdh1	1
Gli1	Foxm1	1
Gli1	Has2	1
Gli1	Nhlh1	1
Gli1	Pdgfra	1
Gli1	Pvr	1
Gli1	Runx2	1
Gli1	Runx3	1
Gli2	Ascl1	1
Gli2	Ascl1	1
Gli2	Bmp2	1
Gli2	Fgf15	1
Gli2	Fkbp8	1
Gli2	Foxe1	1
Gli2	Gli1	1
Gli2	Gli1	1
Gli2	Hes1	1
Gli2	Ifitm5	1
Gli2	Myf5	1
Gli2	Myf5	1
Gli2	Ndp	1
Gli2	Pax3	1
Gli2	Ptch1	1
Gli2	Shh	1
Gli2	Sox8	1
Gli3	Fgf8	1
Gli3	Gli1	1
Gli3	Gli1	1
Gli3	Gli2	1
Gli3	Has2	1
Gli3	Myf5	1
Gli3	Nkx6-1	1
Gli3	Pitrm1	1
Gli3	Pvr	1
Gli3	Shh	1
Glis2	Ins2	1
Glis3	Neurog3	1
Gnrh1	Lhb	1
Grin1	Cox4i1	1
Gsc	Foxh1	1
Gsc	Gsc2	1
Gsc	Mixl1	1
Gsc	Mixl1	1
Gsx2	Ppp1r1b	1
Gtf2a1	Prm1	1
Gtf2a1	Tnp1	1
Gtf2a2	Bglap	1
Gtf2b	Hspb1	1
Gtf2h1	Keap1	1
Gtf2i	Akap12	1
Gtf2i	Ccl7	1
Gtf2i	Ccnd1	1
Gtf2i	Cfdp1	1
Gtf2i	Csrp2	1
Gtf2i	Dlk1	1
Gtf2i	Folr1	1
Gtf2i	Fos	1
Gtf2i	Fos	1
Gtf2i	Gsc	1
Gtf2i	Hspa5	1
Gtf2i	Id1	1
Gtf2i	Igh	1
Gtf2i	Nsd1	1
Gtf2i	Sec23a	1
Gtf2i	Tgfb2	1
Gtf2i	Tgfbr2	1
Gtf2ird1	Ccl7	1
Gtf2ird1	Csrp2	1
Gtf2ird1	Dlk1	1
Gtf2ird1	Folr1	1
Gtf2ird1	Tgfb2	1
Gtf2ird1	Tgfbr2	1
Gzf1	Hoxa10	1
Hand2	Dbh	1
Hand2	Dlx5	1
Hand2	Dlx6	1
Hand2	Msx1	1
Hand2	Phox2b	1
Hand2	Runx2	1
Havcr2	Nelfcd	1
Hbp1	Myod1	1
Hbp1	Myog	1
Hcfc1	Rb1	1
Hcls1	Ighg2b	1
Hcls1	Ighg2b	1
Hdac1	Akap12	1
Hdac1	Ar	1
Hdac1	Bglap	1
Hdac1	Ccl5	1
Hdac1	Cd1d2	1
Hdac1	Cdc25a	1
Hdac1	Cdkn1a	1
Hdac1	Cdkn1b	1
Hdac1	Cebpb	1
Hdac1	Comp	1
Hdac1	Csn2	1
Hdac1	Fas	1
Hdac1	Fshr	1
Hdac1	Il6	1
Hdac1	Il12b	1
Hdac1	Jun	1
Hdac1	Nfkbia	1
Hdac1	Nfya	1
Hdac1	Nos2	1
Hdac1	Pparg	1
Hdac1	Ppp2ca	1
Hdac1	Rbl2	1
Hdac1	Reck	1
Hdac1	Rhox5	1
Hdac1	Sp1	1
Hdac1	Spp1	1
Hdac1	Star	1
Hdac1	Epcam	1
Hdac11	Il10	1
Hdac2	Bmp7	1
Hdac2	Ccl12	1
Hdac2	Ccne1	1
Hdac2	Cd1d2	1
Hdac2	Cdkn1a	1
Hdac2	Grm2	1
Hdac2	Nfkbia	1
Hdac2	Nos2	1
Hdac2	Smarca4	1
Hdac2	Star	1
Hdac3	Bcl2l1	1
Hdac3	Cdkn1b	1
Hdac3	Fos	1
Hdac3	Jun	1
Hdac3	Nfkbia	1
Hdac3	Nr4a2	1
Hdac3	Phlpp1	1
Hdac4	Runx2	1
Hdgf	Vegfa	1
Hdgf	Vegfb	1
Hes1	Ascl1	1
Hes1	Ascl1	1
Hes1	Cdkn1b	1
Hes1	Cdkn1c	1
Hes1	Coro1a	1
Hes1	Htr1a	1
Hes1	Map2	1
Hes6	Hes1	1
Hes6	Htr1a	1
Hes7	Lfng	1
Hes7	Mesp2	1
Hesx1	Cga	1
Hesx1	Dnmt1	1
Hesx1	Fshb	1
Hesx1	Lhb	1
Hesx1	Pou1f1	1
Hesx1	Prop1	1
Hexim1	Ccnd1	1
Hexim1	Ccnd1	1
Hexim1	Vegfa	1
Hey1	Gata4	1
Hey1	Gata6	1
Hey1	Id1	1
Hey1	Nppa	1
Hey1	Olig2	1
Hey1	Runx2	1
Hey2	Gata4	1
Hey2	Gata4	1
Hey2	Gata6	1
Hey2	Mmp10	1
Hey2	Nppa	1
Heyl	Nppa	1
Hgf	Met	1
Hhex	Esm1	1
Hic1	Atoh1	1
Hic1	Efna1	1
Hif1a	Fam162a	1
Hif1a	Bace1	1
Hif1a	Bsg	1
Hif1a	Cited2	1
Hif1a	Crebbp	1
Hif1a	Ctgf	1
Hif1a	Dll4	1
Hif1a	Epo	1
Hif1a	Epo	1
Hif1a	Epo	1
Hif1a	G6pc	1
Hif1a	Hey1	1
Hif1a	Hey2	1
Hif1a	Hmox1	1
Hif1a	Mdk	1
Hif1a	Mt1	1
Hif1a	Myocd	1
Hif1a	Pfkfb3	1
Hif1a	Ptgs2	1
Hif1a	Serpine1	1
Hif1a	Snai1	1
Hif1a	Tuft1	1
Hif1a	Vegfa	1
Hif1a	Vegfa	1
Hivep2	Bglap2	1
Hivep2	Pparg	1
Hlf	Abcb1a	1
Hlf	Epo	1
Hltf	Scgb3a1	1
Hlx	Il12a	1
Hlx	Il12b	1
Hmga1	Brca1	1
Hmga1	Insr	1
Hmga1	Rag2	1
Hmga1	Rbp4	1
Hmga2	Cdh1	1
Hmga2	Igf2bp2	1
Hmga2	Mia	1
Hmga2	Nfkb1	1
Hmga2	Nkx2-5	1
Hmga2	Snai1	1
Hmga2	Snai2	1
Hmga2	Twist1	1
Hmgb2	Runx2	1
Hmgn3	Slc2a2	1
Hnf1a	Bcl6	1
Hnf1a	Cldn2	1
Hnf1a	Crp	1
Hnf1a	Cyp1a2	1
Hnf1a	Cyp27a1	1
Hnf1a	Cyp2a5	1
Hnf1a	Cyp2b10	1
Hnf1a	Cyp2c29	1
Hnf1a	Cyp2d9	1
Hnf1a	Cyp2e1	1
Hnf1a	Cyp39a1	1
Hnf1a	Cyp3a11	1
Hnf1a	Cyp7a1	1
Hnf1a	Cyp7b1	1
Hnf1a	Cyp8b1	1
Hnf1a	Glb1	1
Hnf1a	Guca2a	1
Hnf1a	Il17a	1
Hnf1a	Kitl	1
Hnf1a	Lct	1
Hnf1a	Mgam	1
Hnf1a	Pax4	1
Hnf1a	Pck1	1
Hnf1a	Pkhd1	1
Hnf1a	Prdm1	1
Hnf1a	Rorc	1
Hnf1a	Slc6a19	1
Hnf1a	Slco1b2	1
Hnf1a	Slco1b2	1
Hnf1a	Soat2	1
Hnf1b	Egr2	1
Hnf1b	Kif12	1
Hnf1b	Mafb	1
Hnf1b	Onecut1	1
Hnf1b	Pde4c	1
Hnf1b	Pkhd1	1
Hnf1b	Socs3	1
Hnf4a	Acmsd	1
Hnf4a	Apoa4	1
Hnf4a	Apoa4	1
Hnf4a	Apoc3	1
Hnf4a	Cdx2	1
Hnf4a	Cebpa	1
Hnf4a	Cebpb	1
Hnf4a	Cfb	1
Hnf4a	Csn2	1
Hnf4a	Cyp2a4	1
Hnf4a	Cyp2b9	1
Hnf4a	Cyp3a11	1
Hnf4a	Cyp3a41a	1
Hnf4a	Cyp4a12a	1
Hnf4a	Cyp4a12b	1
Hnf4a	Cyp7a1	1
Hnf4a	Cyp7a1	1
Hnf4a	Cyp7a1	1
Hnf4a	F12	1
Hnf4a	Foxa1	1
Hnf4a	Foxa2	1
Hnf4a	G6pc	1
Hnf4a	G6pc	1
Hnf4a	Gck	1
Hnf4a	Gstp1	1
Hnf4a	Gstp2	1
Hnf4a	Hmga2	1
Hnf4a	Lipc	1
Hnf4a	Onecut1	1
Hnf4a	Pck1	1
Hnf4a	Perp	1
Hnf4a	Pklr	1
Hnf4a	Ppara	1
Hnf4a	Ppara	1
Hnf4a	Ppargc1a	1
Hnf4a	Rare1	1
Hnf4a	Rare2	1
Hnf4a	Shbg	1
Hnf4a	Slc10a1	1
Hnf4a	Slc27a5	1
Hnf4a	Slc6a19	1
Hnrnpd	Cry1	1
Hnrnpd	Thy1	1
Hnrnpk	Slc1a2	1
Hoxa1	Epha2	1
Hoxa10	Dkk1	1
Hoxa10	Gata1	1
Hoxa10	Gfi1	1
Hoxa10	Hlf	1
Hoxa10	Mylk	1
Hoxa10	Phgdh	1
Hoxa10	Tdo2	1
Hoxa10	Tdo2	1
Hoxa11	Myod1	1
Hoxa2	Meox1	1
Hoxa2	Pcp4	1
Hoxa2	Runx2	1
Hoxa2	Six2	1
Hoxa3	Hoxd3	1
Hoxa4	Th	1
Hoxa5	Igfbp1	1
Hoxa5	Th	1
Hoxa5	Trp53	1
Hoxa9	Erg	1
Hoxa9	Flt3	1
Hoxa9	Lmo2	1
Hoxa9	Myb	1
Hoxa9	Sox4	1
Hoxa9	Spp1	1
Hoxb1	Epha2	1
Hoxb1	Phox2b	1
Hoxb2	Hoxb1	1
Hoxb2	Phox2b	1
Hoxb3	Hoxb1	1
Hoxb4	Cd34	1
Hoxb4	Ptprc	1
Hoxb4	Rarb	1
Hoxb4	Sox4	1
Hoxb5	Foxd3	1
Hoxb8	Acta2	1
Hoxb8	Mylk	1
Hoxb8	Tagln	1
Hoxc13	Dsg4	1
Hoxc13	Foxq1	1
Hoxc13	Spi1	1
Hoxc6	Ncam1	1
Hoxc8	Clec10a	1
Hoxc8	Llgl1	1
Hoxc8	Nkd2	1
Hoxc8	Pcna	1
Hoxc8	Sgpp1	1
Hoxc8	Smad6	1
Hoxc8	Spp1	1
Hoxd13	Bmp4	1
Hoxd13	Runx2	1
Hr	Dlx3	1
Hsf1	Hspa1b	1
Hsf4	Hspb1	1
Hspb1	Cdkn1a	1
Htatip2	Igf1	1
Htatip2	Myc	1
Htatip2	Wisp2	1
Id1	Alpl	1
Id1	Bglap2	1
Id1	Cdkn1a	1
Id1	Cdkn2a	1
Id1	Ifng	1
Id1	Myod1	1
Id1	Rel	1
Id1	Rorc	1
Id1	Runx2	1
Id1	Thbs1	1
Id1	Tnf	1
Id2	Alpl	1
Id2	Bglap2	1
Id2	Ccna2	1
Id2	Col1a2	1
Id2	Tcf3	1
Id2	Il10	1
Id2	Lipe	1
Id2	Runx2	1
Id2	Spi1	1
Id2	Tpt1	1
Id2	Zbtb16	1
Id3	Adipoq	1
Id3	Alpl	1
Id3	Bglap2	1
Id3	Col1a2	1
Id3	Notch1	1
Id3	Runx2	1
Id3	Smarcc1	1
Id3	Vcam1	1
Id4	Esr1	1
Id4	Foxa1	1
Ifi204	Bglap2	1
Ifih1	Ifnb1	1
Ikbkb	Ccl19	1
Ikbkb	Cxcl10	1
Ikbkb	Cxcl11	1
Ikbkb	Cxcl2	1
Ikbkb	Cxcl9	1
Ikbkb	Cxcr4	1
Ikbkb	Nfkb1	1
Ikbkb	Nfkb1	1
Ikbkb	Nfkbia	1
Ikbkb	Ptgs2	1
Ikbkb	Rps6kb1	1
Ikbkb	Tnf	1
Ikbkb	Trp53	1
Ikzf1	Casz1	1
Ikzf1	Cd4	1
Ikzf1	Cd79a	1
Ikzf1	Fgfr4	1
Ikzf1	Igll1	1
Ikzf1	Igll1	1
Ikzf1	Il10	1
Ikzf1	Il2	1
Ikzf1	Il7r	1
Ikzf1	Myc	1
Ikzf1	Nos2	1
Ikzf1	Notch1	1
